sample_id,label,group_id,wnid,class_name,image_path,split,paper_use,dataset_variant
imagenette160_train_001103,701,9,n03888257,parachute,imagenette2-160/train/n03888257/n03888257_19103.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_003344,571,7,n03425413,gas pump,imagenette2-160/train/n03425413/n03425413_20675.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_007378,217,1,n02102040,English springer,imagenette2-160/train/n02102040/n02102040_1959.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_006267,566,5,n03394916,French horn,imagenette2-160/train/n03394916/n03394916_30576.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_004813,497,4,n03028079,church,imagenette2-160/train/n03028079/n03028079_364.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_005260,497,4,n03028079,church,imagenette2-160/train/n03028079/n03028079_2514.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_007436,217,1,n02102040,English springer,imagenette2-160/train/n02102040/n02102040_875.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_002281,491,3,n03000684,chain saw,imagenette2-160/train/n03000684/n03000684_13758.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_000500,569,6,n03417042,garbage truck,imagenette2-160/train/n03417042/n03417042_9057.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_003902,0,0,n01440764,tench,imagenette2-160/train/n01440764/n01440764_26948.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_007292,217,1,n02102040,English springer,imagenette2-160/train/n02102040/n02102040_35.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_004185,0,0,n01440764,tench,imagenette2-160/train/n01440764/n01440764_993.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_002345,491,3,n03000684,chain saw,imagenette2-160/train/n03000684/n03000684_11636.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_006114,566,5,n03394916,French horn,imagenette2-160/train/n03394916/n03394916_37195.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_008869,574,8,n03445777,golf ball,imagenette2-160/train/n03445777/n03445777_7228.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_001583,701,9,n03888257,parachute,imagenette2-160/train/n03888257/n03888257_12205.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_001371,701,9,n03888257,parachute,imagenette2-160/train/n03888257/n03888257_28923.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_004958,497,4,n03028079,church,imagenette2-160/train/n03028079/n03028079_8805.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_000924,569,6,n03417042,garbage truck,imagenette2-160/train/n03417042/n03417042_23067.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_005247,497,4,n03028079,church,imagenette2-160/train/n03028079/n03028079_29793.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_003750,0,0,n01440764,tench,imagenette2-160/train/n01440764/n01440764_14506.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_005785,566,5,n03394916,French horn,imagenette2-160/train/n03394916/n03394916_26454.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_002381,491,3,n03000684,chain saw,imagenette2-160/train/n03000684/n03000684_6217.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_008982,574,8,n03445777,golf ball,imagenette2-160/train/n03445777/n03445777_5467.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_000721,569,6,n03417042,garbage truck,imagenette2-160/train/n03417042/n03417042_20713.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_002572,491,3,n03000684,chain saw,imagenette2-160/train/n03000684/n03000684_26727.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_007808,482,2,n02979186,cassette player,imagenette2-160/train/n02979186/n02979186_1897.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_002913,571,7,n03425413,gas pump,imagenette2-160/train/n03425413/n03425413_14188.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_007401,217,1,n02102040,English springer,imagenette2-160/train/n02102040/n02102040_1539.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_002061,491,3,n03000684,chain saw,imagenette2-160/train/n03000684/n03000684_337.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_000454,569,6,n03417042,garbage truck,imagenette2-160/train/n03417042/n03417042_28423.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_006221,566,5,n03394916,French horn,imagenette2-160/train/n03394916/n03394916_37897.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_001264,701,9,n03888257,parachute,imagenette2-160/train/n03888257/n03888257_12247.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_004365,0,0,n01440764,tench,imagenette2-160/train/n01440764/n01440764_8529.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_000794,569,6,n03417042,garbage truck,imagenette2-160/train/n03417042/n03417042_1963.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_002311,491,3,n03000684,chain saw,imagenette2-160/train/n03000684/n03000684_25557.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_004378,0,0,n01440764,tench,imagenette2-160/train/n01440764/n01440764_12785.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_009288,574,8,n03445777,golf ball,imagenette2-160/train/n03445777/n03445777_8266.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_006953,217,1,n02102040,English springer,imagenette2-160/train/n02102040/n02102040_5503.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_007218,217,1,n02102040,English springer,imagenette2-160/train/n02102040/n02102040_3115.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_001798,701,9,n03888257,parachute,imagenette2-160/train/n03888257/n03888257_21298.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_001095,701,9,n03888257,parachute,imagenette2-160/train/n03888257/n03888257_12694.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_006552,566,5,n03394916,French horn,imagenette2-160/train/n03394916/n03394916_28838.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_006617,217,1,n02102040,English springer,imagenette2-160/train/n02102040/n02102040_3203.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_001127,701,9,n03888257,parachute,imagenette2-160/train/n03888257/n03888257_20206.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_002620,491,3,n03000684,chain saw,imagenette2-160/train/n03000684/n03000684_7489.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_005371,497,4,n03028079,church,imagenette2-160/train/n03028079/n03028079_33913.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_000639,569,6,n03417042,garbage truck,imagenette2-160/train/n03417042/n03417042_17108.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_000542,569,6,n03417042,garbage truck,imagenette2-160/train/n03417042/n03417042_5779.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_009153,574,8,n03445777,golf ball,imagenette2-160/train/n03445777/n03445777_1737.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_006252,566,5,n03394916,French horn,imagenette2-160/train/n03394916/n03394916_30426.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_006423,566,5,n03394916,French horn,imagenette2-160/train/n03394916/n03394916_32448.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_006683,217,1,n02102040,English springer,imagenette2-160/train/n02102040/n02102040_2746.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_000490,569,6,n03417042,garbage truck,imagenette2-160/train/n03417042/n03417042_27988.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_009095,574,8,n03445777,golf ball,imagenette2-160/train/n03445777/n03445777_16067.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_004616,0,0,n01440764,tench,imagenette2-160/train/n01440764/n01440764_12384.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_006092,566,5,n03394916,French horn,imagenette2-160/train/n03394916/n03394916_67963.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_003353,571,7,n03425413,gas pump,imagenette2-160/train/n03425413/n03425413_465.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_000975,701,9,n03888257,parachute,imagenette2-160/train/n03888257/n03888257_13283.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_009012,574,8,n03445777,golf ball,imagenette2-160/train/n03445777/n03445777_6656.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_002975,571,7,n03425413,gas pump,imagenette2-160/train/n03425413/n03425413_15276.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_003760,0,0,n01440764,tench,imagenette2-160/train/n01440764/n01440764_19003.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_007696,482,2,n02979186,cassette player,imagenette2-160/train/n02979186/n02979186_9567.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_009268,574,8,n03445777,golf ball,imagenette2-160/train/n03445777/n03445777_10039.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_001788,701,9,n03888257,parachute,imagenette2-160/train/n03888257/n03888257_11216.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_007163,217,1,n02102040,English springer,imagenette2-160/train/n02102040/n02102040_3586.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_005296,497,4,n03028079,church,imagenette2-160/train/n03028079/n03028079_10576.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_002475,491,3,n03000684,chain saw,imagenette2-160/train/n03000684/n03000684_26833.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_001159,701,9,n03888257,parachute,imagenette2-160/train/n03888257/n03888257_14974.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_006299,566,5,n03394916,French horn,imagenette2-160/train/n03394916/n03394916_29407.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_008599,574,8,n03445777,golf ball,imagenette2-160/train/n03445777/n03445777_4278.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_009017,574,8,n03445777,golf ball,imagenette2-160/train/n03445777/n03445777_1519.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_006475,566,5,n03394916,French horn,imagenette2-160/train/n03394916/n03394916_70959.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_006892,217,1,n02102040,English springer,imagenette2-160/train/n02102040/n02102040_2135.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_006210,566,5,n03394916,French horn,imagenette2-160/train/n03394916/n03394916_54476.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_000090,569,6,n03417042,garbage truck,imagenette2-160/train/n03417042/n03417042_15196.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_003047,571,7,n03425413,gas pump,imagenette2-160/train/n03425413/n03425413_26213.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_000871,569,6,n03417042,garbage truck,imagenette2-160/train/n03417042/n03417042_17545.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_005918,566,5,n03394916,French horn,imagenette2-160/train/n03394916/n03394916_32505.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_001631,701,9,n03888257,parachute,imagenette2-160/train/n03888257/n03888257_29923.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_006610,217,1,n02102040,English springer,imagenette2-160/train/n02102040/n02102040_5754.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_004456,0,0,n01440764,tench,imagenette2-160/train/n01440764/n01440764_5908.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_008431,482,2,n02979186,cassette player,imagenette2-160/train/n02979186/n02979186_2147.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_008263,482,2,n02979186,cassette player,imagenette2-160/train/n02979186/n02979186_10006.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_008256,482,2,n02979186,cassette player,imagenette2-160/train/n02979186/n02979186_9153.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_006480,566,5,n03394916,French horn,imagenette2-160/train/n03394916/n03394916_38263.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_004503,0,0,n01440764,tench,imagenette2-160/train/n01440764/n01440764_11593.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_006771,217,1,n02102040,English springer,imagenette2-160/train/n02102040/n02102040_4049.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_002970,571,7,n03425413,gas pump,imagenette2-160/train/n03425413/n03425413_14146.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_002011,491,3,n03000684,chain saw,imagenette2-160/train/n03000684/n03000684_14269.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_004464,0,0,n01440764,tench,imagenette2-160/train/n01440764/n01440764_8499.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_001451,701,9,n03888257,parachute,imagenette2-160/train/n03888257/n03888257_4446.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_003660,571,7,n03425413,gas pump,imagenette2-160/train/n03425413/n03425413_6268.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_000779,569,6,n03417042,garbage truck,imagenette2-160/train/n03417042/n03417042_4694.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_008191,482,2,n02979186,cassette player,imagenette2-160/train/n02979186/n02979186_21218.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_000615,569,6,n03417042,garbage truck,imagenette2-160/train/n03417042/n03417042_12765.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_008426,482,2,n02979186,cassette player,imagenette2-160/train/n02979186/n02979186_13465.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_007415,217,1,n02102040,English springer,imagenette2-160/train/n02102040/n02102040_4863.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_000690,569,6,n03417042,garbage truck,imagenette2-160/train/n03417042/n03417042_4907.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_008388,482,2,n02979186,cassette player,imagenette2-160/train/n02979186/n02979186_10798.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_007031,217,1,n02102040,English springer,imagenette2-160/train/n02102040/n02102040_3175.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_007474,217,1,n02102040,English springer,imagenette2-160/train/n02102040/n02102040_4979.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_009111,574,8,n03445777,golf ball,imagenette2-160/train/n03445777/n03445777_2585.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_000925,569,6,n03417042,garbage truck,imagenette2-160/train/n03417042/n03417042_7287.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_005677,566,5,n03394916,French horn,imagenette2-160/train/n03394916/n03394916_57578.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_007197,217,1,n02102040,English springer,imagenette2-160/train/n02102040/n02102040_1728.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_008283,482,2,n02979186,cassette player,imagenette2-160/train/n02979186/n02979186_14136.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_005191,497,4,n03028079,church,imagenette2-160/train/n03028079/n03028079_9969.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_009287,574,8,n03445777,golf ball,imagenette2-160/train/n03445777/n03445777_16895.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_004354,0,0,n01440764,tench,imagenette2-160/train/n01440764/n01440764_9289.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_001983,491,3,n03000684,chain saw,imagenette2-160/train/n03000684/n03000684_455.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_005797,566,5,n03394916,French horn,imagenette2-160/train/n03394916/n03394916_53664.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_008556,574,8,n03445777,golf ball,imagenette2-160/train/n03445777/n03445777_10723.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_009285,574,8,n03445777,golf ball,imagenette2-160/train/n03445777/n03445777_384.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_005090,497,4,n03028079,church,imagenette2-160/train/n03028079/n03028079_35828.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_001024,701,9,n03888257,parachute,imagenette2-160/train/n03888257/n03888257_13944.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_009236,574,8,n03445777,golf ball,imagenette2-160/train/n03445777/n03445777_5043.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_007005,217,1,n02102040,English springer,imagenette2-160/train/n02102040/n02102040_5883.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_007148,217,1,n02102040,English springer,imagenette2-160/train/n02102040/n02102040_1295.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_009343,574,8,n03445777,golf ball,imagenette2-160/train/n03445777/n03445777_12463.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_007408,217,1,n02102040,English springer,imagenette2-160/train/n02102040/n02102040_7925.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_001951,491,3,n03000684,chain saw,imagenette2-160/train/n03000684/n03000684_22434.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_005340,497,4,n03028079,church,imagenette2-160/train/n03028079/n03028079_10563.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_008913,574,8,n03445777,golf ball,imagenette2-160/train/n03445777/n03445777_7797.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_001152,701,9,n03888257,parachute,imagenette2-160/train/n03888257/n03888257_27624.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_005020,497,4,n03028079,church,imagenette2-160/train/n03028079/n03028079_29713.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_000014,569,6,n03417042,garbage truck,imagenette2-160/train/n03417042/n03417042_3804.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_006156,566,5,n03394916,French horn,imagenette2-160/train/n03394916/n03394916_56033.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_005320,497,4,n03028079,church,imagenette2-160/train/n03028079/ILSVRC2012_val_00016873.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_008421,482,2,n02979186,cassette player,imagenette2-160/train/n02979186/n02979186_13377.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_003328,571,7,n03425413,gas pump,imagenette2-160/train/n03425413/n03425413_3629.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_003882,0,0,n01440764,tench,imagenette2-160/train/n01440764/n01440764_10649.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_001510,701,9,n03888257,parachute,imagenette2-160/train/n03888257/n03888257_79145.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_007820,482,2,n02979186,cassette player,imagenette2-160/train/n02979186/n02979186_11883.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_001841,701,9,n03888257,parachute,imagenette2-160/train/n03888257/n03888257_28259.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_004947,497,4,n03028079,church,imagenette2-160/train/n03028079/n03028079_25828.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_003297,571,7,n03425413,gas pump,imagenette2-160/train/n03425413/n03425413_21283.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_003844,0,0,n01440764,tench,imagenette2-160/train/n01440764/n01440764_14027.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_004907,497,4,n03028079,church,imagenette2-160/train/n03028079/n03028079_11119.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_002967,571,7,n03425413,gas pump,imagenette2-160/train/n03425413/n03425413_15319.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_003196,571,7,n03425413,gas pump,imagenette2-160/train/n03425413/n03425413_15474.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_002451,491,3,n03000684,chain saw,imagenette2-160/train/n03000684/n03000684_16379.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_009105,574,8,n03445777,golf ball,imagenette2-160/train/n03445777/n03445777_7827.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_006633,217,1,n02102040,English springer,imagenette2-160/train/n02102040/n02102040_1129.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_007441,217,1,n02102040,English springer,imagenette2-160/train/n02102040/n02102040_867.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_002184,491,3,n03000684,chain saw,imagenette2-160/train/n03000684/n03000684_21415.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_004057,0,0,n01440764,tench,imagenette2-160/train/n01440764/n01440764_14549.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_003890,0,0,n01440764,tench,imagenette2-160/train/n01440764/n01440764_12917.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_008581,574,8,n03445777,golf ball,imagenette2-160/train/n03445777/n03445777_10419.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_001885,701,9,n03888257,parachute,imagenette2-160/train/n03888257/n03888257_22767.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_006835,217,1,n02102040,English springer,imagenette2-160/train/n02102040/n02102040_565.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_001062,701,9,n03888257,parachute,imagenette2-160/train/n03888257/ILSVRC2012_val_00018229.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_004325,0,0,n01440764,tench,imagenette2-160/train/n01440764/n01440764_10845.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_001212,701,9,n03888257,parachute,imagenette2-160/train/n03888257/n03888257_9059.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_004599,0,0,n01440764,tench,imagenette2-160/train/n01440764/n01440764_6643.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_002729,491,3,n03000684,chain saw,imagenette2-160/train/n03000684/n03000684_18783.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_000201,569,6,n03417042,garbage truck,imagenette2-160/train/n03417042/n03417042_18169.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_000172,569,6,n03417042,garbage truck,imagenette2-160/train/n03417042/n03417042_176.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_009403,574,8,n03445777,golf ball,imagenette2-160/train/n03445777/n03445777_3275.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_007567,482,2,n02979186,cassette player,imagenette2-160/train/n02979186/n02979186_3525.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_006750,217,1,n02102040,English springer,imagenette2-160/train/n02102040/n02102040_883.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_000040,569,6,n03417042,garbage truck,imagenette2-160/train/n03417042/n03417042_3735.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_002816,571,7,n03425413,gas pump,imagenette2-160/train/n03425413/n03425413_13117.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_005300,497,4,n03028079,church,imagenette2-160/train/n03028079/n03028079_4414.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_006131,566,5,n03394916,French horn,imagenette2-160/train/n03394916/n03394916_43458.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_000268,569,6,n03417042,garbage truck,imagenette2-160/train/n03417042/n03417042_15198.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_007150,217,1,n02102040,English springer,imagenette2-160/train/n02102040/n02102040_403.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_003869,0,0,n01440764,tench,imagenette2-160/train/n01440764/n01440764_8423.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_000698,569,6,n03417042,garbage truck,imagenette2-160/train/n03417042/n03417042_4613.JPEG,train,False,imagenette2-160_proxy
imagenette160_train_003948,0,0,n01440764,tench,imagenette2-160/train/n01440764/n01440764_6163.JPEG,train,False,imagenette2-160_proxy
