sample_id,label,group_id,image_path,wnid
104,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_10232.JPEG,n02979186
105,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_9411.JPEG,n02979186
106,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_1770.JPEG,n01440764
107,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_3861.JPEG,n03417042
108,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_18940.JPEG,n02979186
109,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_20962.JPEG,n03417042
110,491,0,E:\CO\data\tasks\imagenette\val\n03000684\n03000684_20762.JPEG,n03000684
111,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_5712.JPEG,n03445777
112,491,0,E:\CO\data\tasks\imagenette\val\n03000684\n03000684_9311.JPEG,n03000684
113,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_19020.JPEG,n03417042
114,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_13790.JPEG,n03888257
115,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_3231.JPEG,n03417042
116,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_8160.JPEG,n01440764
117,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_66552.JPEG,n03888257
118,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_3960.JPEG,n02102040
119,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_5280.JPEG,n03445777
120,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_17801.JPEG,n03888257
121,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_15970.JPEG,n03417042
122,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_30642.JPEG,n03028079
123,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_9220.JPEG,n03028079
124,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_1630.JPEG,n02979186
125,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_761.JPEG,n02102040
126,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_9620.JPEG,n03417042
127,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_1450.JPEG,n02979186
128,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_341.JPEG,n02102040
129,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_26270.JPEG,n03394916
130,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_7011.JPEG,n03445777
131,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_5361.JPEG,n01440764
132,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_1841.JPEG,n02102040
133,491,0,E:\CO\data\tasks\imagenette\val\n03000684\n03000684_16072.JPEG,n03000684
134,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_4562.JPEG,n01440764
135,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_33671.JPEG,n03028079
136,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_13100.JPEG,n03888257
137,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_11222.JPEG,n03888257
138,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_49081.JPEG,n03888257
139,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_15880.JPEG,n03445777
140,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_22992.JPEG,n02979186
141,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_11441.JPEG,n03417042
142,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_22992.JPEG,n02979186
143,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_27810.JPEG,n03425413
144,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_33260.JPEG,n03028079
145,571,0,E:\CO\data\tasks\imagenette\val\n03425413\ILSVRC2012_val_00022252.JPEG,n03425413
146,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_9892.JPEG,n03445777
147,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_14712.JPEG,n02979186
148,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_32980.JPEG,n03394916
149,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_17380.JPEG,n03888257
150,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_8081.JPEG,n03417042
151,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_2112.JPEG,n02102040
152,491,0,E:\CO\data\tasks\imagenette\val\n03000684\n03000684_14882.JPEG,n03000684
153,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_9790.JPEG,n02979186
154,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_1450.JPEG,n02979186
155,491,0,E:\CO\data\tasks\imagenette\val\n03000684\n03000684_13511.JPEG,n03000684
156,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_26672.JPEG,n03888257
157,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_192.JPEG,n01440764
158,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_6521.JPEG,n03417042
159,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_18132.JPEG,n03425413
160,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_6432.JPEG,n01440764
161,491,0,E:\CO\data\tasks\imagenette\val\n03000684\n03000684_7152.JPEG,n03000684
162,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_3722.JPEG,n03445777
163,491,0,E:\CO\data\tasks\imagenette\val\n03000684\n03000684_27220.JPEG,n03000684
164,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_1172.JPEG,n02102040
165,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_4042.JPEG,n03445777
166,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_1.JPEG,n03028079
167,482,0,E:\CO\data\tasks\imagenette\val\n02979186\ILSVRC2012_val_00043731.JPEG,n02979186
168,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_6602.JPEG,n03417042
169,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_6622.JPEG,n02102040
170,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_9740.JPEG,n03445777
171,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_18901.JPEG,n03394916
172,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_3350.JPEG,n03417042
173,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_2111.JPEG,n02102040
174,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_1450.JPEG,n02979186
175,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_8992.JPEG,n01440764
176,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_10751.JPEG,n02979186
177,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_17591.JPEG,n03425413
178,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_140.JPEG,n02979186
179,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_76331.JPEG,n03888257
180,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_14112.JPEG,n03445777
181,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_56022.JPEG,n03394916
182,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_58392.JPEG,n03888257
183,491,0,E:\CO\data\tasks\imagenette\val\n03000684\n03000684_12170.JPEG,n03000684
184,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_27571.JPEG,n03425413
185,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_11.JPEG,n03417042
186,491,0,E:\CO\data\tasks\imagenette\val\n03000684\n03000684_292.JPEG,n03000684
187,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_17922.JPEG,n03028079
188,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_3182.JPEG,n02979186
189,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_6662.JPEG,n03417042
190,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_25800.JPEG,n03028079
191,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_4942.JPEG,n01440764
192,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_14720.JPEG,n03445777
193,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_38351.JPEG,n03028079
194,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_1450.JPEG,n02102040
195,491,0,E:\CO\data\tasks\imagenette\val\n03000684\n03000684_31890.JPEG,n03000684
196,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_30222.JPEG,n03394916
197,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_15930.JPEG,n03028079
198,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_9481.JPEG,n03028079
199,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_11571.JPEG,n03394916
200,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_12971.JPEG,n01440764
201,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_29611.JPEG,n03394916
202,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_32970.JPEG,n03888257
203,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_33012.JPEG,n03394916
204,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_2102.JPEG,n02102040
205,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_602.JPEG,n03425413
206,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_4582.JPEG,n02102040
207,0,0,E:\CO\data\tasks\imagenette\val\n01440764\ILSVRC2012_val_00021740.JPEG,n01440764
208,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_16081.JPEG,n03888257
209,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_11282.JPEG,n03888257
210,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_7741.JPEG,n03425413
211,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_17851.JPEG,n03888257
212,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_3440.JPEG,n03445777
213,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_76121.JPEG,n03888257
214,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_22871.JPEG,n02979186
215,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_33380.JPEG,n03394916
216,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_510.JPEG,n02979186
217,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_3022.JPEG,n02102040
218,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_6301.JPEG,n01440764
219,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_820.JPEG,n03417042
220,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_4702.JPEG,n02102040
221,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_25810.JPEG,n03888257
222,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_12681.JPEG,n02979186
223,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_8572.JPEG,n01440764
224,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_4272.JPEG,n02102040
225,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_14162.JPEG,n03394916
226,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_2060.JPEG,n03417042
227,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_24941.JPEG,n02979186
228,491,0,E:\CO\data\tasks\imagenette\val\n03000684\n03000684_1082.JPEG,n03000684
229,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_12972.JPEG,n01440764
230,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_4561.JPEG,n03888257
231,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_9270.JPEG,n03445777
232,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_27060.JPEG,n03028079
233,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_3560.JPEG,n01440764
234,491,0,E:\CO\data\tasks\imagenette\val\n03000684\n03000684_20290.JPEG,n03000684
235,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_3462.JPEG,n02979186
236,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_2051.JPEG,n02102040
237,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_6761.JPEG,n03445777
238,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_13582.JPEG,n03425413
239,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_16331.JPEG,n03445777
240,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_8992.JPEG,n03425413
241,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_16581.JPEG,n03425413
242,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_9240.JPEG,n03417042
243,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_22111.JPEG,n02979186
244,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_1501.JPEG,n03028079
245,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_9592.JPEG,n03417042
246,574,0,E:\CO\data\tasks\imagenette\val\n03445777\ILSVRC2012_val_00025591.JPEG,n03445777
247,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_3931.JPEG,n02102040
248,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_31170.JPEG,n01440764
249,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_10892.JPEG,n03888257
250,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_18072.JPEG,n03417042
251,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_6590.JPEG,n02102040
252,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_15152.JPEG,n03445777
253,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_17302.JPEG,n03028079
254,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_38050.JPEG,n03394916
255,491,0,E:\CO\data\tasks\imagenette\val\n03000684\n03000684_6632.JPEG,n03000684
256,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_33101.JPEG,n03394916
257,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_1332.JPEG,n03417042
258,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_60232.JPEG,n03394916
259,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_5992.JPEG,n03445777
260,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_25612.JPEG,n03028079
261,566,0,E:\CO\data\tasks\imagenette\val\n03394916\ILSVRC2012_val_00015542.JPEG,n03394916
262,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_28830.JPEG,n03394916
263,491,0,E:\CO\data\tasks\imagenette\val\n03000684\n03000684_6552.JPEG,n03000684
264,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_7820.JPEG,n01440764
265,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_3242.JPEG,n03417042
266,491,0,E:\CO\data\tasks\imagenette\val\n03000684\n03000684_12051.JPEG,n03000684
267,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_41101.JPEG,n03028079
268,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_18531.JPEG,n03445777
269,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_12400.JPEG,n03417042
270,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_6130.JPEG,n03417042
271,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_3530.JPEG,n02979186
272,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_172.JPEG,n03445777
273,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_422.JPEG,n03417042
274,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_32202.JPEG,n03028079
275,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_17461.JPEG,n03028079
276,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_142.JPEG,n03888257
277,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_19390.JPEG,n02979186
278,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_1342.JPEG,n03425413
279,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_29761.JPEG,n03425413
280,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_14030.JPEG,n03425413
281,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_180.JPEG,n03394916
282,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_4780.JPEG,n02102040
283,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_17690.JPEG,n03028079
284,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_19190.JPEG,n02979186
285,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_47462.JPEG,n03394916
286,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_1631.JPEG,n03425413
287,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_1512.JPEG,n02102040
288,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_6012.JPEG,n02979186
289,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_1390.JPEG,n03445777
