sample_id,label,group_id,image_path,wnid
123,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_26810.JPEG,n03028079
124,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_6402.JPEG,n03888257
125,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_562.JPEG,n02979186
126,491,0,E:\CO\data\tasks\imagenette\val\n03000684\n03000684_17811.JPEG,n03000684
127,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_5442.JPEG,n02102040
128,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_32350.JPEG,n03888257
129,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_5861.JPEG,n03445777
130,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_3861.JPEG,n03417042
131,491,0,E:\CO\data\tasks\imagenette\val\n03000684\n03000684_16291.JPEG,n03000684
132,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_2210.JPEG,n03425413
133,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_1082.JPEG,n02102040
134,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_40301.JPEG,n03394916
135,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_18292.JPEG,n03445777
136,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_372.JPEG,n02102040
137,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_6271.JPEG,n03425413
138,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_1740.JPEG,n02102040
139,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_38162.JPEG,n03394916
140,491,0,E:\CO\data\tasks\imagenette\val\n03000684\n03000684_10820.JPEG,n03000684
141,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_551.JPEG,n02102040
142,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_33481.JPEG,n03394916
143,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_30751.JPEG,n03028079
144,491,0,E:\CO\data\tasks\imagenette\val\n03000684\n03000684_7671.JPEG,n03000684
145,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_5962.JPEG,n02979186
146,491,0,E:\CO\data\tasks\imagenette\val\n03000684\n03000684_882.JPEG,n03000684
147,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_2362.JPEG,n03445777
148,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_261.JPEG,n01440764
149,566,0,E:\CO\data\tasks\imagenette\val\n03394916\ILSVRC2012_val_00041242.JPEG,n03394916
150,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_16781.JPEG,n03394916
151,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_14090.JPEG,n03888257
152,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_8360.JPEG,n03028079
153,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_18560.JPEG,n03888257
154,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_108321.JPEG,n03028079
155,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_41101.JPEG,n03028079
156,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_4490.JPEG,n01440764
157,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_142.JPEG,n02102040
158,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_26451.JPEG,n02979186
159,491,0,E:\CO\data\tasks\imagenette\val\n03000684\n03000684_16991.JPEG,n03000684
160,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_21341.JPEG,n03425413
161,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_15370.JPEG,n03028079
162,482,0,E:\CO\data\tasks\imagenette\val\n02979186\ILSVRC2012_val_00042982.JPEG,n02979186
163,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_1421.JPEG,n03888257
164,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_32350.JPEG,n03888257
165,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_32970.JPEG,n03888257
166,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_19472.JPEG,n03417042
167,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_312.JPEG,n02102040
168,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_3462.JPEG,n02979186
169,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_7091.JPEG,n02102040
170,491,0,E:\CO\data\tasks\imagenette\val\n03000684\n03000684_10960.JPEG,n03000684
171,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_2270.JPEG,n03445777
172,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_9220.JPEG,n03445777
173,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_1090.JPEG,n03028079
174,491,0,E:\CO\data\tasks\imagenette\val\n03000684\n03000684_15521.JPEG,n03000684
175,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_492.JPEG,n03425413
176,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_51071.JPEG,n03394916
177,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_42.JPEG,n03888257
178,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_1660.JPEG,n02102040
179,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_8661.JPEG,n03425413
180,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_18360.JPEG,n03425413
181,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_26820.JPEG,n02979186
182,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_32682.JPEG,n03888257
183,491,0,E:\CO\data\tasks\imagenette\val\n03000684\n03000684_15691.JPEG,n03000684
184,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_14301.JPEG,n03445777
185,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_19531.JPEG,n03888257
186,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_760.JPEG,n03888257
187,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_2642.JPEG,n02979186
188,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_35320.JPEG,n03394916
189,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_10030.JPEG,n03445777
190,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_38320.JPEG,n03394916
191,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_12842.JPEG,n03888257
192,497,0,E:\CO\data\tasks\imagenette\val\n03028079\ILSVRC2012_val_00029870.JPEG,n03028079
193,491,0,E:\CO\data\tasks\imagenette\val\n03000684\n03000684_14720.JPEG,n03000684
194,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_1770.JPEG,n01440764
195,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_6050.JPEG,n03417042
196,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_42222.JPEG,n03028079
197,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_14280.JPEG,n01440764
198,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_13580.JPEG,n03028079
199,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_12861.JPEG,n03425413
200,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_251.JPEG,n03425413
201,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_29201.JPEG,n03888257
202,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_30412.JPEG,n03888257
203,491,0,E:\CO\data\tasks\imagenette\val\n03000684\n03000684_10302.JPEG,n03000684
204,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_7250.JPEG,n03028079
205,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_39402.JPEG,n03888257
206,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_11762.JPEG,n01440764
207,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_8030.JPEG,n03417042
208,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_54391.JPEG,n03394916
209,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_39402.JPEG,n03888257
210,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_1841.JPEG,n03417042
211,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_49081.JPEG,n03888257
212,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_1302.JPEG,n02102040
213,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_52422.JPEG,n03394916
214,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_11841.JPEG,n01440764
215,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_2141.JPEG,n02979186
216,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_2520.JPEG,n03888257
217,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_13602.JPEG,n01440764
218,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_19350.JPEG,n03425413
219,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_6130.JPEG,n01440764
220,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_3620.JPEG,n02979186
221,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_5180.JPEG,n03417042
222,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_5232.JPEG,n01440764
223,482,0,E:\CO\data\tasks\imagenette\val\n02979186\ILSVRC2012_val_00035160.JPEG,n02979186
224,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_4341.JPEG,n01440764
225,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_20352.JPEG,n03445777
226,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_4731.JPEG,n03445777
227,491,0,E:\CO\data\tasks\imagenette\val\n03000684\ILSVRC2012_val_00036092.JPEG,n03000684
228,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_18272.JPEG,n02979186
229,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_29361.JPEG,n03417042
230,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_2132.JPEG,n03417042
231,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_13661.JPEG,n02979186
232,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_36371.JPEG,n03888257
233,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_11730.JPEG,n03888257
234,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_29580.JPEG,n03394916
235,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_6852.JPEG,n01440764
236,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_23440.JPEG,n03417042
237,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_8670.JPEG,n03425413
238,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_23521.JPEG,n03028079
239,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_29612.JPEG,n03028079
240,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_10290.JPEG,n01440764
241,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_26842.JPEG,n03028079
242,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_1720.JPEG,n02102040
243,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_15692.JPEG,n03445777
244,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_22302.JPEG,n03888257
245,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_9170.JPEG,n03417042
246,491,0,E:\CO\data\tasks\imagenette\val\n03000684\n03000684_10992.JPEG,n03000684
247,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_1122.JPEG,n02102040
248,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_1172.JPEG,n03425413
249,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_47560.JPEG,n03394916
250,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_4732.JPEG,n03888257
251,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_12480.JPEG,n03445777
252,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_4481.JPEG,n02102040
253,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_7982.JPEG,n01440764
254,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_13072.JPEG,n03888257
255,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_7531.JPEG,n01440764
256,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_2170.JPEG,n03425413
257,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_12560.JPEG,n03888257
258,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_21552.JPEG,n03888257
259,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_620.JPEG,n03417042
260,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_69132.JPEG,n03394916
261,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_39102.JPEG,n03394916
262,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_7950.JPEG,n01440764
263,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_4682.JPEG,n03888257
264,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_9682.JPEG,n03028079
265,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_600.JPEG,n01440764
266,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_27471.JPEG,n02979186
267,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_1132.JPEG,n03445777
268,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_360.JPEG,n03445777
269,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_18132.JPEG,n03425413
270,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_23111.JPEG,n01440764
271,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_72591.JPEG,n03888257
272,571,0,E:\CO\data\tasks\imagenette\val\n03425413\ILSVRC2012_val_00035211.JPEG,n03425413
273,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_7412.JPEG,n02102040
274,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_351.JPEG,n02979186
275,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_14940.JPEG,n03425413
276,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_4341.JPEG,n01440764
277,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_5682.JPEG,n03417042
278,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_2840.JPEG,n03425413
279,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_16321.JPEG,n03445777
280,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_14650.JPEG,n03425413
281,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_4790.JPEG,n03417042
282,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_14650.JPEG,n03425413
283,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_9171.JPEG,n03445777
284,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_8861.JPEG,n02979186
285,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_7002.JPEG,n02102040
286,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_9762.JPEG,n03445777
287,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_1201.JPEG,n02102040
288,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_44000.JPEG,n03394916
289,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_5280.JPEG,n02979186
