sample_id,label,group_id,wnid,class_name,image_path,split,paper_use,dataset_variant
imagenette160_val_000041,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_29412.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000042,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_10752.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000043,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_19531.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000044,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_29941.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000045,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_3350.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000046,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_1022.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000047,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_7621.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000048,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_8891.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000049,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_23440.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000050,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_6941.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000051,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_4420.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000052,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_4542.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000053,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_28762.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000054,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_1051.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000055,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_6250.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000056,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_8602.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000057,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/ILSVRC2012_val_00032800.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000058,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_27850.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000059,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_22482.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000060,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_10642.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000061,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_5670.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000062,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_8630.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000063,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_11072.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000064,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_8700.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000065,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_9441.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000066,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/ILSVRC2012_val_00024560.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000067,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_4761.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000068,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_28552.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000069,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_581.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000070,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/ILSVRC2012_val_00042802.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000071,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_10150.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000072,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_2822.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000073,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_6581.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000074,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_10442.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000075,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_28610.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000076,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_27602.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000077,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_18932.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000078,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_8581.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000079,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_6442.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000080,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/ILSVRC2012_val_00006922.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000081,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_8912.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000082,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_29310.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000083,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_3242.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000084,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_4790.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000085,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_802.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000086,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_10121.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000087,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_18590.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000088,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_17862.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000089,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_9132.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000090,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_19481.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000091,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_3940.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000092,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_3280.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000093,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_9601.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000094,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_11091.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000095,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/ILSVRC2012_val_00027150.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000096,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_26850.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000097,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_2141.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000098,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_91.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000099,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/ILSVRC2012_val_00034001.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000100,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_2812.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000101,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_1631.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000102,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_6602.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000103,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_1991.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000104,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_4511.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000105,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_27320.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000106,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_3141.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000107,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_2230.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000108,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_8202.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000109,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_1611.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000110,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_18601.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000111,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_30.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000112,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_10401.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000113,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_10462.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000114,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_23802.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000115,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_8361.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000116,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_1262.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000117,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_22152.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000118,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_26782.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000119,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_5331.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000120,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/ILSVRC2012_val_00033842.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000121,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_2671.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000122,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_750.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000123,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_11031.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000124,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_7472.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000125,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_910.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000126,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_11871.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000127,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_28122.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000128,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_2110.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000129,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_1981.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000130,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_11.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000131,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_5232.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000132,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_12300.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000133,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_14261.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000134,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_17470.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000135,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_19650.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000136,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_18232.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000137,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_28062.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000138,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_4752.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000139,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_7021.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000140,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_28600.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000141,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_8030.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000142,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_3792.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000143,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_5691.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000144,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_3231.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000145,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_4520.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000146,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_2062.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000147,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_12232.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000148,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_5320.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000149,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_212.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000150,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_20382.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000151,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_12322.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000152,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_12560.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000153,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_4292.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000154,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_28832.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000155,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_28700.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000156,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_7061.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000157,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_6881.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000158,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_3600.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000159,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_441.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000160,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_5852.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000161,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_19842.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000162,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_4391.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000163,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_3710.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000164,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_2241.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000165,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_90.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000166,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_7212.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000167,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_5600.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000168,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_11000.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000169,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_24980.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000170,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_4491.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000171,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_12002.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000172,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_2991.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000173,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_19020.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000174,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_1311.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000175,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_9311.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000176,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_16370.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000177,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_1282.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000178,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_27861.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000179,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_7530.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000180,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_9610.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000181,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_19472.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000182,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_20021.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000183,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_27151.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000184,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_12400.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000185,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_3390.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000186,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_7160.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000187,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_411.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000188,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_1031.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000189,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_27231.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000190,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_22.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000191,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_26102.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000192,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_11441.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000193,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_14381.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000194,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_18152.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000195,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_28400.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000196,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_27840.JPEG,val,False,imagenette2-160_proxy
imagenette160_val_000197,569,6,n03417042,garbage truck,imagenette2-160/val/n03417042/n03417042_1211.JPEG,val,False,imagenette2-160_proxy
