sample_id,label,group_id,image_path,wnid
47,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_39321.JPEG,n03028079
48,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_4852.JPEG,n03445777
49,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_30332.JPEG,n03888257
50,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_43982.JPEG,n03888257
51,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_13742.JPEG,n02979186
52,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_5031.JPEG,n02979186
53,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_8542.JPEG,n03425413
54,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_610.JPEG,n02102040
55,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_7531.JPEG,n02979186
56,491,0,E:\CO\data\tasks\imagenette\val\n03000684\n03000684_2610.JPEG,n03000684
57,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_12802.JPEG,n03028079
58,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_5621.JPEG,n03888257
59,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_7630.JPEG,n03445777
60,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_9371.JPEG,n03028079
61,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_19350.JPEG,n03425413
62,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_60810.JPEG,n03394916
63,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_520.JPEG,n03445777
64,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_5280.JPEG,n02979186
65,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_14490.JPEG,n01440764
66,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_19251.JPEG,n03425413
67,491,0,E:\CO\data\tasks\imagenette\val\n03000684\ILSVRC2012_val_00011170.JPEG,n03000684
68,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_2772.JPEG,n02979186
69,482,0,E:\CO\data\tasks\imagenette\val\n02979186\ILSVRC2012_val_00043121.JPEG,n02979186
70,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_8150.JPEG,n01440764
71,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_18590.JPEG,n03417042
72,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_850.JPEG,n03445777
73,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_4382.JPEG,n03445777
74,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_6012.JPEG,n02979186
75,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_12190.JPEG,n03417042
76,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_19250.JPEG,n03425413
77,0,0,E:\CO\data\tasks\imagenette\val\n01440764\n01440764_9572.JPEG,n01440764
78,569,0,E:\CO\data\tasks\imagenette\val\n03417042\n03417042_18551.JPEG,n03417042
79,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_19322.JPEG,n02979186
80,491,0,E:\CO\data\tasks\imagenette\val\n03000684\n03000684_6640.JPEG,n03000684
81,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_6172.JPEG,n02979186
82,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_45631.JPEG,n03394916
83,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_6082.JPEG,n02102040
84,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_12092.JPEG,n03425413
85,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_7150.JPEG,n02102040
86,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_1881.JPEG,n03028079
87,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_4511.JPEG,n02979186
88,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_7422.JPEG,n03028079
89,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_29670.JPEG,n03028079
90,497,0,E:\CO\data\tasks\imagenette\val\n03028079\n03028079_99351.JPEG,n03028079
91,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_142.JPEG,n03888257
92,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_5790.JPEG,n02102040
93,482,0,E:\CO\data\tasks\imagenette\val\n02979186\n02979186_15350.JPEG,n02979186
94,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_3530.JPEG,n02102040
95,574,0,E:\CO\data\tasks\imagenette\val\n03445777\n03445777_5912.JPEG,n03445777
96,217,0,E:\CO\data\tasks\imagenette\val\n02102040\n02102040_2750.JPEG,n02102040
97,571,0,E:\CO\data\tasks\imagenette\val\n03425413\n03425413_17212.JPEG,n03425413
98,566,0,E:\CO\data\tasks\imagenette\val\n03394916\n03394916_29722.JPEG,n03394916
99,701,0,E:\CO\data\tasks\imagenette\val\n03888257\n03888257_3932.JPEG,n03888257
